length_cm,year,pond,station,month
41,2003,PJ,PJ1,4
39,2007,PJ,PJ2,3
32,2007,PJ,PJ6,4
37,2000,PP,PP1,3
40,1999,PJ,PJ4,3
36,2000,PP,PP3,3
36,2011,PJ,PJ6,3
26,2005,PJ,PJ2,4
39,2013,NP,NP1,2
19,2015,PP,PP1,3
28,2006,PJ,PJ2,2
35,1999,PP,PP1,3
35,2006,PJ,PJ1,4
25,2006,PJ,PJ3,4
26,2006,PJ,PJ1,2
39,2003,PJ,PJ3,4
41,2001,PJ,PJ2,3
38,2011,PJ,PJ6,4
27,2011,PJ,PJ2,3
35,1999,PJ,PJ1,1
23,1999,PJ,PJ4,3
41,2002,PJ,PJ2,1
32,2006,PJ,PJ1,3
45,2000,PP,PP4,3
43,2002,PJ,PJ3,3
31.6,2024,PP,PP1,2
33,2009,PJ,PJ6,4
19.6,2024,PP,PP3,1
35.5,2020,NP,NP1,3
29.8,2024,PP,PP1,1
32,2003,PJ,PJ2,5
19,2005,PJ,PJ2,4
25,1999,PJ,PJ2,3
33.8,2020,NP,NP1,3
39,2000,PJ,PJ2,3
35,2010,PJ,PJ6,1
16.6,2024,PP,PP6,2
18.3,2024,PP,PP6,1
29,2010,PJ,PJ6,4
19,2007,PJ,PJ1,4
36,1999,PP,PP1,3
41,1999,PP,PP3,3
20,2015,PP,PP1,4
28.5,2007,PJ,PJ3,3
32,1999,PP,PP2,3
33.9,2020,PP,PP1,1
27.1,2022,NP,NP6,2
42,1999,PP,PP2,3
28,2005,PJ,PJ2,4
19,2021,NP,NP1,4
26,2015,PP,PP1,4
31,2010,PJ,PJ6,1
32,2007,PJ,PJ1,4
29,2007,PJ,PJ1,2
30,2015,PJ,PJ3,4
36,2009,PJ,PJ3,4
36,2000,PP,PP1,3
42,1999,PJ,PJ2,1
30,1999,PJ,PJ1,2
39,2000,PP,PP2,3
37.1,2020,NP,NP1,3
18,2019,NP,NP1,3
43,1999,PP,PP2,3
40,1999,PP,PP1,3
36,2000,PJ,PJ2,3
45.1,2020,NP,NP1,3
37,1999,PP,PP1,3
17.1,2019,NP,NP1,3
30,2005,PJ,PJ2,4
44,1999,PJ,PJ1,2
22,1999,PJ,PJ4,3
36,2001,PJ,PJ2,2
32,2003,PJ,PJ2,5
31,1999,PP,PP1,3
29.5,2020,PP,PP1,1
28.9,2020,NP,NP1,3
43,1999,PP,PP3,4
37,1999,PP,PP2,4
38,1999,PP,PP2,3
31,1999,PP,PP1,3
29,2011,PJ,PJ2,3
35,1999,PP,PP4,4
43,1999,PJ,PJ1,1
27,2003,PJ,PJ5,4
27.4,2024,NP,NP3,1
40,2001,PJ,PJ1,3
42,1999,PJ,PJ1,3
38,2007,PJ,PJ2,3
25,2004,PJ,PJ2,4
16.9,2024,PP,PP6,1
42,2020,NP,NP1,3
40,2019,NP,NP1,3
20.3,2024,PP,PP3,1
23,1999,PP,PP3,3
43,2002,PJ,PJ2,1
28.5,2021,PP,PP1,2
35,1999,PJ,PJ3,2
33,2006,PJ,PJ2,1
35,2006,PJ,PJ3,4
32.4,2020,NP,NP1,3
35,1999,PP,PP3,3
18.7,2020,NP,NP1,2
36,1999,PP,PP1,3
42,2002,PJ,PJ2,1
39,1999,PP,PP3,4
41,2001,PJ,PJ3,3
18.8,2020,NP,NP1,3
33,2007,PJ,PJ1,4
36,1999,PJ,PJ4,3
37,1999,PP,PP2,3
26,1999,PP,PP4,4
38,2009,PJ,PJ3,4
34,2005,PJ,PJ2,4
36,2000,PP,PP3,3
22,2002,PJ,PJ3,3
40,1999,PJ,PJ2,1
35,1999,PP,PP2,3
40,2002,PJ,PJ3,3
18.1,2024,PP,PP3,1
32,2011,PJ,PJ6,4
38,2001,PJ,PJ2,3
30,2007,PJ,PJ6,4
29,2013,NP,NP1,2
38,1999,PP,PP3,3
20,2005,PJ,PJ1,4
36,2000,PJ,PJ2,3
41,2005,PJ,PJ2,4
40,2001,PJ,PJ2,2
38,1999,PP,PP1,3
33,1999,PP,PP2,3
38,1999,PJ,PJ4,3
25,1999,PP,PP3,3
30.1,2020,NP,NP1,3
40.5,2002,PJ,PJ3,3
35,1999,PJ,PJ3,2
14.1,2020,NP,NP1,3
17,2001,PJ,PJ1,2
34,2013,NP,NP1,2
41,1999,PJ,PJ1,3
36,2001,PJ,PJ2,2
34,1999,PP,PP2,3
35,1999,PJ,PJ1,3
35,1999,PP,PP2,4
43,2001,PJ,PJ2,2
39,2006,PJ,PJ1,2
23,1999,PJ,PJ4,3
26,2003,PJ,PJ5,4
33,2005,PJ,PJ2,4
31,1999,PP,PP4,4
28,2002,PJ,PJ3,2
21,2003,PJ,PJ2,4
39,2015,NP,NP1,4
20,2005,PJ,PJ2,4
33,2006,PJ,PJ1,4
43,2002,PJ,PJ3,3
47,2002,PJ,PJ3,2
23.3,2019,NP,NP1,3
36,2000,PP,PP3,3
25,2007,PJ,PJ6,4
29,2005,PJ,PJ2,4
41,2000,PP,PP3,3
37.5,2020,NP,NP1,3
38,2000,PP,PP1,3
38,1999,PP,PP3,4
35,1999,PP,PP2,3
46,2002,PJ,PJ2,1
34,2007,PJ,PJ1,4
28.7,2022,NP,NP3,2
22.8,2024,NP,NP5,1
36,2010,PJ,PJ6,1
24.3,2019,NP,NP1,3
27,1999,PJ,PJ2,2
39,1999,PP,PP3,4
25.5,2020,NP,NP1,3
44,1999,PP,PP1,3
25,1999,PP,PP4,4
20.3,2024,PP,PP3,1
29,2006,PJ,PJ2,1
35,2000,PJ,PJ3,3
40,1999,PP,PP3,3
32,2005,PJ,PJ2,4
24,1999,PJ,PJ4,3
37,1999,PJ,PJ1,1
28.7,2020,NP,NP1,3
33,1999,PP,PP2,4
27,2013,NP,NP1,2
36,1999,PP,PP3,3
42,1999,PP,PP2,3
33,1999,PP,PP4,4
20,2007,PJ,PJ6,4
36,2000,PJ,PJ3,2
31,1999,PP,PP3,4
39,2002,PJ,PJ3,3
37,1999,PJ,PJ4,3
29,1999,PJ,PJ2,2
22,2003,PJ,PJ2,4
25,2007,PJ,PJ1,4
16.4,2015,PP,PP1,3
36,2004,PJ,PJ2,5
30,2007,PJ,PJ2,3
29,1999,PJ,PJ1,2
30,2003,PJ,PJ5,4
29,2005,PJ,PJ2,4
35,1999,PP,PP3,4
40,2000,PJ,PJ2,3
36,1999,PP,PP2,3
41,1999,PP,PP1,3
43,2002,PJ,PJ3,3
35,1999,PP,PP4,4
42,1999,PJ,PJ1,3
15.1,2024,NP,NP3,1
41,1999,PJ,PJ3,3
44,2003,PJ,PJ1,4
33,2003,PJ,PJ1,2
27.4,2020,NP,NP1,3
38,1999,PJ,PJ2,3
34,2009,PJ,PJ6,4
39,2002,PJ,PJ3,3
42,2000,PP,PP3,3
40,1999,PJ,PJ2,1
30,2005,PJ,PJ1,4
27.4,2020,NP,NP1,3
46,2004,PJ,PJ2,5
19.1,2024,PP,PP3,1
42,1999,PP,PP2,3
34,2010,PJ,PJ6,3
30.3,2020,NP,NP1,3
38,1999,PP,PP3,3
38,2015,NP,NP1,4
36,2006,PJ,PJ2,3
36,1999,PP,PP3,3
22,1999,PJ,PJ4,3
36,2005,PJ,PJ2,4
30,1999,PJ,PJ1,1
40,1999,PJ,PJ1,3
29,2003,PJ,PJ2,4
32,1999,PP,PP2,3
39,2000,PJ,PJ2,3
29,2007,PJ,PJ6,4
23,2010,PJ,PJ6,4
45,1999,PJ,PJ2,1
39,1999,PP,PP2,3
35,1999,PP,PP4,4
35,1999,PJ,PJ4,3
25,1999,PJ,PJ4,3
34,1999,PP,PP3,4
30,2006,PJ,PJ3,4
31.5,2020,NP,NP1,3
38,2005,PJ,PJ2,4
36,1999,PP,PP4,4
44,2002,PJ,PJ3,3
34,1999,PJ,PJ3,2
36,2007,PJ,PJ2,3
37,1999,PP,PP1,3
25,2005,PJ,PJ2,3
44,2000,PP,PP3,3
38,2002,PJ,PJ2,2
41,2002,PJ,PJ2,2
40,1999,PP,PP3,3
33,1999,PJ,PJ2,3
40,1999,PP,PP3,4
36,1999,PP,PP2,3
38,2006,PJ,PJ3,4
24,2005,PJ,PJ2,4
32,1999,PJ,PJ4,3
39,2005,PJ,PJ2,4
34,2020,NP,NP1,3
39.5,2020,NP,NP1,3
33,2001,PJ,PJ2,2
39,1999,PP,PP4,4
35,1999,PJ,PJ3,3
40,2002,PJ,PJ2,2
28,2005,PJ,PJ1,4
38,2015,NP,NP1,4
22,1999,PJ,PJ4,3
27,2004,PJ,PJ2,5
39,2000,PJ,PJ3,3
36,1999,PP,PP2,3
36,1999,PP,PP2,4
32,1999,PJ,PJ1,1
46,2000,PP,PP1,3
44,2002,PJ,PJ3,3
38,1999,PP,PP4,4
36.3,2020,NP,NP1,3
29,1999,PJ,PJ2,2
39,2005,PJ,PJ2,4
38,1999,PP,PP4,4
45,1999,PP,PP3,4
28,2003,PJ,PJ5,4
37,1999,PJ,PJ1,3
26,1999,PJ,PJ1,3
36,1999,PP,PP4,4
34,2010,PJ,PJ6,3
27,1999,PJ,PJ1,2
39.9,2020,NP,NP1,3
41,1999,PJ,PJ2,1
35,1999,PJ,PJ2,3
27.8,2022,NP,NP1,3
31,2006,PJ,PJ2,3
22,2005,PJ,PJ2,4
21,2005,PJ,PJ2,4
39,1999,PP,PP3,3
46,2002,PJ,PJ2,1
36,2004,PJ,PJ2,5
32,1999,PP,PP2,4
41,2000,PJ,PJ3,3
20,1999,PJ,PJ4,3
45,1999,PP,PP2,3
19,2006,PJ,PJ2,2
35,1999,PP,PP3,3
25,2003,PJ,PJ1,4
37,2005,PJ,PJ2,4
45,1999,PP,PP3,4
35,1999,PP,PP2,4
27.8,2020,NP,NP1,3
34,1999,PJ,PJ4,3
38,1999,PP,PP4,4
32,1999,PP,PP2,3
32,2004,PJ,PJ2,5
40,1999,PJ,PJ4,3
29,2003,PJ,PJ5,4
38,2002,PJ,PJ3,1
46,1999,PP,PP3,3
40,1999,PJ,PJ2,3
31,1999,PP,PP3,3
44,1999,PP,PP2,3
38,1999,PP,PP3,4
43,2015,NP,NP1,4
36,2000,PJ,PJ3,3
33,1999,PJ,PJ1,1
42,2002,PJ,PJ2,1
26,1999,PJ,PJ1,3
33,1999,PP,PP4,4
31,1999,PJ,PJ4,3
40,2001,PJ,PJ2,3
43,2002,PJ,PJ3,2
36,2000,PJ,PJ2,3
42.1,2020,NP,NP1,3
29,2004,PJ,PJ2,5
30,1999,PP,PP4,4
40,2001,PJ,PJ2,2
36,1999,PP,PP2,3
40,1999,PP,PP2,4
18,2005,PJ,PJ2,4
46,1999,PP,PP3,3
32,1999,PP,PP3,4
26,2005,PJ,PJ2,4
22.5,2019,NP,NP1,4
36,1999,PP,PP3,3
27,2005,PJ,PJ1,4
25,1999,PJ,PJ1,2
34,1999,PP,PP4,4
31,1999,PJ,PJ1,3
26,2024,NP,NP3,1
35,1999,PP,PP3,4
20,1999,PP,PP2,3
39,2000,PP,PP3,3
19,1999,PJ,PJ4,3
33,1999,PP,PP3,3
45,1999,PP,PP3,4
28,1999,PJ,PJ1,2
32,1999,PP,PP4,4
32,1999,PP,PP2,4
32,1999,PP,PP2,3
38,2005,PJ,PJ2,4
26,1999,PP,PP4,4
14.6,2024,NP,NP3,1
36,1999,PP,PP3,3
29,1999,PJ,PJ3,2
35,1999,PP,PP3,4
28,2004,PJ,PJ2,5
35.5,2020,NP,NP1,3
40,2001,PJ,PJ2,2
37,2001,PJ,PJ1,2
28,2005,PJ,PJ2,4
21,2006,PJ,PJ2,2
41,2000,PP,PP3,3
37,1999,PJ,PJ4,3
35,1999,PP,PP4,4
24,2002,PJ,PJ3,3
23,2005,PJ,PJ2,4
28,2006,PJ,PJ1,1
39,1999,PJ,PJ2,1
36,1999,PP,PP4,4
35,1999,PP,PP2,3
29,2003,PJ,PJ1,4
38,1999,PP,PP3,3
24,1999,PJ,PJ1,2
20,2018,PP,PP1,3
29,1999,PJ,PJ3,2
33,1999,PP,PP3,4
36,2000,PJ,PJ2,3
31.3,2019,NP,NP1,4
35.8,2020,NP,NP1,3
32,1999,PP,PP2,4
36,2000,PJ,PJ3,3
38,1999,PP,PP3,3
36,1999,PP,PP2,3
48,1999,PP,PP3,3
43,2003,PJ,PJ1,4
43,2002,PJ,PJ3,1
22,2005,PJ,PJ2,4
36,1999,PP,PP2,3
37.6,2020,NP,NP1,3
39,2001,PJ,PJ2,3
19,2018,PP,PP1,3
41,1999,PJ,PJ3,2
36,1999,PP,PP4,4
42,1999,PP,PP3,3
40,2015,NP,NP1,4
33,1999,PP,PP3,4
40,1999,PP,PP2,4
34,2006,PJ,PJ1,2
37,1999,PJ,PJ2,1
30,2005,PJ,PJ2,4
31,1999,PP,PP4,4
36,1999,PP,PP3,3
39,1999,PJ,PJ1,3
30,2006,PJ,PJ2,2
29,1999,PJ,PJ1,2
40,2002,PJ,PJ2,2
21,2005,PJ,PJ2,4
24,2001,PJ,PJ2,4
30.3,2020,NP,NP1,3
41,2003,PJ,PJ1,4
33,1999,PJ,PJ4,3
35,1999,PP,PP2,4
34,1999,PP,PP3,4
39,2000,PJ,PJ3,3
32,1999,PP,PP4,4
20,2002,PJ,PJ3,3
20.9,2025,PP,PP3,1
33,1999,PP,PP2,4
30,1999,PP,PP3,4
21,2005,PJ,PJ2,4
48,1999,PP,PP3,3
25,2005,PJ,PJ2,4
44.5,2020,NP,NP1,3
39,1999,PP,PP4,4
42,1999,PP,PP4,4
35,2006,PJ,PJ3,4
38,2000,PJ,PJ3,3
34,1999,PJ,PJ2,1
35,1999,PJ,PJ2,3
32,1999,PP,PP4,4
36,1999,PJ,PJ2,1
32,2001,PJ,PJ2,2
39,2006,PJ,PJ2,1
35,2006,PJ,PJ3,4
41,2000,PJ,PJ2,3
38,2005,PJ,PJ2,4
24,2006,PJ,PJ2,1
35,1999,PP,PP3,3
42,1999,PP,PP4,4
21,2005,PJ,PJ1,4
24,2003,PJ,PJ5,4
29,2006,PJ,PJ2,2
30.2,2020,NP,NP1,3
22,2015,NP,NP1,4
35,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
17,2005,PJ,PJ2,4
41,2002,PJ,PJ3,1
35,1999,PP,PP3,3
31,1999,PP,PP4,4
38,1999,PJ,PJ3,2
22,2002,PJ,PJ2,3
37,2000,PJ,PJ2,3
28,2020,NP,NP1,3
42,2020,NP,NP1,3
35,1999,PJ,PJ2,3
45,2002,PJ,PJ3,1
29,1999,PJ,PJ2,1
43,2001,PJ,PJ2,2
34,1999,PP,PP4,4
25,1999,PP,PP3,3
21,2015,NP,NP1,4
43,2001,PJ,PJ1,2
36,1999,PP,PP4,4
29.7,2020,NP,NP1,3
37,2001,PJ,PJ2,2
38,1999,PP,PP3,3
42,2015,NP,NP1,4
39,1999,PJ,PJ2,2
23,2005,PJ,PJ2,4
32,1999,PJ,PJ2,3
35,1999,PJ,PJ3,2
27,2015,NP,NP1,4
23,2002,PJ,PJ2,3
28,2015,NP,NP1,4
31,1999,PP,PP3,3
34,1999,PJ,PJ1,3
39,1999,PJ,PJ1,3
22,1999,PJ,PJ2,3
40,2001,PJ,PJ2,2
33,1999,PJ,PJ3,2
37,1999,PP,PP3,3
33,2005,PJ,PJ2,4
42,2001,PJ,PJ1,2
31,1999,PJ,PJ1,3
39,1999,PJ,PJ2,1
31,1999,PJ,PJ3,2
31,1999,PJ,PJ1,3
42,1999,PP,PP4,4
44,1999,PJ,PJ2,1
36,2001,PJ,PJ2,2
26,1999,PJ,PJ1,1
39,1999,PJ,PJ2,1
27,1999,PJ,PJ1,2
27,2015,NP,NP1,4
37.2,2020,NP,NP1,3
36,2001,PJ,PJ2,2
27,1999,PJ,PJ1,1
29,1999,PJ,PJ1,2
36,2000,PJ,PJ3,3
41,1999,PJ,PJ3,2
36,1999,PJ,PJ2,1
31,1999,PJ,PJ3,2
40,1999,PJ,PJ2,1
40,2015,NP,NP1,4
24,1999,PJ,PJ3,2
26,2000,PJ,PJ2,2
28,1999,PJ,PJ2,2
24.6,2020,NP,NP1,3
38,2001,PJ,PJ2,2
37,2000,PJ,PJ2,3
26,1999,PJ,PJ1,2
31,2001,PJ,PJ1,2
34,2000,PJ,PJ3,3
38,2000,PJ,PJ3,3
37,2001,PJ,PJ2,2
44,2001,PJ,PJ2,2
40,1999,PJ,PJ3,2
40,1999,PJ,PJ3,2
40,2001,PJ,PJ2,2
29,1999,PJ,PJ2,2
28,1999,PJ,PJ1,1
39,2001,PJ,PJ2,2
29,1999,PJ,PJ2,2
36,2000,PJ,PJ3,3
43,1999,PJ,PJ2,1
33,1999,PJ,PJ2,1
26,1999,PJ,PJ3,2
41,2000,PJ,PJ3,3
37,2001,PJ,PJ2,2
40,1999,PJ,PJ3,2
38,1999,PJ,PJ2,1
41,2000,PJ,PJ3,3
28,1999,PJ,PJ1,2
44,2001,PJ,PJ2,2
45,2001,PJ,PJ2,2
36,2000,PJ,PJ3,3
34,1999,PJ,PJ2,1
35,2000,PJ,PJ3,3
39,2000,PJ,PJ3,3
39,1999,PJ,PJ2,1
33,2001,PJ,PJ2,2
34,2001,PJ,PJ2,2
39,2001,PJ,PJ2,2
38,2001,PJ,PJ2,2
31,2001,PJ,PJ2,2
37,2001,PJ,PJ2,2
24,2001,PJ,PJ2,2
30,2001,PJ,PJ2,2
32,2002,PJ,PJ2,2
37,2002,PJ,PJ3,2
26.6,2021,NP,NP1,4
28.3,2021,NP,NP5,3
20.9,2023,NP,NP5,2
28.5,2022,NP,NP5,1
25.5,2021,PP,PP1,3
30,2006,PJ,PJ1,1
20.8,2021,NP,NP1,4
29,2006,PJ,PJ1,1
19.9,2021,NP,NP1,2
35.5,2021,NP,NP3,4
31,2002,PJ,PJ3,2
39,2005,PJ,PJ1,1
20.4,2015,PP,PP1,4
29,2002,PJ,PJ3,2
20,2001,PJ,PJ1,2
26.3,2021,NP,NP3,4
19,2020,NP,NP3,3
36,2001,PJ,PJ2,3
29,2021,NP,NP3,3
29,2003,PJ,PJ1,2
19.7,2023,NP,NP5,1
28.3,2023,NP,NP5,1
19.3,2023,NP,NP1,1
19,2005,PJ,PJ2,4
28,2023,NP,NP5,1
20.4,2023,NP,NP1,1
18.8,2023,NP,NP1,1
19,2005,PJ,PJ2,4
28.6,2023,NP,NP1,1
33,2002,PJ,PJ2,2
25,2002,PJ,PJ2,2
33,2006,PJ,PJ2,1
24,2002,PJ,PJ2,2
30,1999,PP,PP2,4
29,1999,PP,PP4,4
30,1999,PP,PP4,4
29,1999,PP,PP2,3
30,1999,PJ,PJ2,3
29,1999,PJ,PJ4,3
29,1999,PP,PP3,3
29,1999,PP,PP2,3
29,1999,PP,PP1,3
30,1999,PP,PP3,4
27,1999,PJ,PJ2,3
28,1999,PP,PP2,3
29,1999,PP,PP4,4
29,1999,PP,PP3,3
29,1999,PP,PP3,3
28,1999,PJ,PJ4,3
30,1999,PP,PP3,4
29,1999,PJ,PJ4,3
30,1999,PJ,PJ3,3
29,1999,PJ,PJ3,3
29,1999,PJ,PJ3,3
30,1999,PJ,PJ4,3
30,1999,PP,PP2,3
29,1999,PP,PP2,3
27,1999,PP,PP1,3
28,1999,PP,PP1,3
29,1999,PJ,PJ4,3
28,1999,PJ,PJ4,3
30,1999,PJ,PJ4,3
29,1999,PJ,PJ3,3
30,1999,PJ,PJ2,3
28,1999,PJ,PJ2,3
29,1999,PP,PP3,4
32,1999,PJ,PJ1,2
33,1999,PJ,PJ2,2
43,1999,PJ,PJ2,2
34,1999,PJ,PJ1,2
35,1999,PJ,PJ2,2
38,1999,PJ,PJ2,2
38,2001,PJ,PJ2,2
31,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
33,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
43,1999,PJ,PJ1,2
43,1999,PJ,PJ1,2
45,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
45,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
40,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
44,1999,PJ,PJ1,2
41,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
36,1999,PJ,PJ1,2
33,1999,PJ,PJ1,2
36,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
33,1999,PJ,PJ1,2
36,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
43,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
36,1999,PJ,PJ1,2
45,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
44,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
33,1999,PJ,PJ3,2
42,1999,PJ,PJ3,2
30,1999,PJ,PJ3,2
39,1999,PJ,PJ3,2
40,1999,PJ,PJ3,2
42,1999,PJ,PJ3,2
35,2000,PJ,PJ2,3
35,1999,PJ,PJ3,2
38,1999,PJ,PJ1,2
32,1999,PJ,PJ3,2
33,1999,PJ,PJ3,2
31,1999,PJ,PJ2,2
30,1999,PJ,PJ2,2
30,1999,PJ,PJ3,2
39,1999,PJ,PJ3,2
32,1999,PJ,PJ3,2
38,1999,PJ,PJ3,2
31,1999,PJ,PJ3,2
32,1999,PJ,PJ3,2
32,1999,PJ,PJ3,2
38,1999,PJ,PJ3,2
30.5,1999,PP,PP1,3
28,1999,PP,PP1,3
29,1999,PJ,PJ1,3
30,1999,PJ,PJ3,2
29,1999,PJ,PJ1,2
31,1999,PJ,PJ3,2
34,1999,PJ,PJ3,2
34,1999,PJ,PJ2,3
28,1999,PJ,PJ1,3
30,1999,PJ,PJ3,2
31,1999,PJ,PJ3,2
34,1999,PJ,PJ3,2
33,1999,PJ,PJ3,2
38,1999,PJ,PJ2,1
32,1999,PJ,PJ2,1
43,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
43,1999,PJ,PJ2,1
32,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
33,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
30,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
38,1999,PJ,PJ2,2
35,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
39,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
34,1999,PJ,PJ1,2
44,1999,PJ,PJ2,2
38,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
30,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
35,1999,PJ,PJ1,2
32,1999,PJ,PJ1,2
31,1999,PJ,PJ1,2
42,1999,PJ,PJ2,2
38,2001,PJ,PJ2,2
34,1999,PJ,PJ2,2
37,1999,PJ,PJ2,2
31,1999,PJ,PJ2,2
31,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
30,1999,PJ,PJ3,2
31,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
39,1999,PJ,PJ1,2
37,1999,PJ,PJ1,2
40,1999,PJ,PJ1,2
41,1999,PJ,PJ1,2
30,1999,PJ,PJ1,2
38,1999,PJ,PJ1,2
31,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
28,1999,PJ,PJ2,2
30,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
32,1999,PJ,PJ2,2
32,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
31,1999,PJ,PJ2,2
31,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
31,1999,PJ,PJ2,2
34,1999,PJ,PJ2,2
37,2000,PJ,PJ2,3
35,1999,PJ,PJ2,2
35,1999,PJ,PJ1,2
35,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
32,1999,PJ,PJ2,2
30,1999,PJ,PJ2,2
33,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
31,1999,PJ,PJ2,2
37,1999,PJ,PJ2,2
42,1999,PJ,PJ2,2
45,1999,PJ,PJ2,2
42,1999,PJ,PJ2,2
30,1999,PJ,PJ2,2
44,1999,PJ,PJ2,2
36,1999,PJ,PJ1,2
31,1999,PJ,PJ2,2
32,1999,PJ,PJ2,2
40,1999,PJ,PJ2,2
39,1999,PJ,PJ2,2
45,1999,PJ,PJ2,2
42,1999,PJ,PJ2,2
30,1999,PJ,PJ2,2
33.1,1999,PJ,PJ1,1
30,1999,PJ,PJ1,1
31.8,1999,PJ,PJ1,1
32,1999,PJ,PJ2,1
31.2,1999,PJ,PJ2,1
30.2,1999,PJ,PJ2,1
34,1999,PJ,PJ1,1
30.5,1999,PJ,PJ2,1
31.6,1999,PJ,PJ2,1
36,2001,PJ,PJ2,3
30,1999,PJ,PJ1,1
30,1999,PJ,PJ1,1
38,1999,PJ,PJ1,1
34.1,1999,PJ,PJ1,1
34.3,1999,PJ,PJ1,1
36.8,1999,PJ,PJ1,1
30.5,1999,PJ,PJ1,1
33.1,1999,PJ,PJ1,1
39.7,1999,PJ,PJ1,1
35,1999,PJ,PJ1,1
35.5,1999,PJ,PJ1,1
34.6,1999,PJ,PJ1,1
34,1999,PJ,PJ1,1
36.9,1999,PJ,PJ1,1
34.1,1999,PJ,PJ1,1
35.9,1999,PJ,PJ2,1
42.3,1999,PJ,PJ1,1
42,1999,PJ,PJ3,3
33.4,1999,PJ,PJ2,1
34.5,1999,PJ,PJ2,1
34.4,1999,PJ,PJ2,1
35.6,1999,PJ,PJ2,1
34.5,1999,PJ,PJ2,1
36.5,1999,PJ,PJ2,1
37.5,1999,PJ,PJ1,1
35.4,1999,PJ,PJ2,1
32.6,1999,PJ,PJ2,1
31.6,1999,PJ,PJ1,1
33,1999,PJ,PJ1,1
33,1999,PJ,PJ1,2
37.4,1999,PJ,PJ1,1
30.5,1999,PJ,PJ1,1
36.2,1999,PJ,PJ1,1
42.5,1999,PJ,PJ1,1
32.2,1999,PJ,PJ1,1
35.6,1999,PJ,PJ1,1
32.5,1999,PJ,PJ1,1
45,1999,PJ,PJ1,1
29.7,1999,PJ,PJ1,1
41.1,1999,PJ,PJ1,1
33.2,1999,PJ,PJ1,1
32.8,1999,PJ,PJ1,1
43.8,1999,PJ,PJ2,1
41,1999,PJ,PJ2,1
44.1,1999,PJ,PJ2,1
33.8,1999,PJ,PJ2,1
